ano,mes,tipo_unidade,nivel_atencao,cbo,categoria,especialidade,FTE,quantidade
2016,08,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225120,Médico,Médico cardiologista,2,1
2018,12,HOSPITAL ESPECIALIZADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,4726,255
2018,12,POSTO DE SAUDE,APS,225124,Médico,Médico pediatra,149,14
2019,03,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,155,8
2019,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225127,Médico,Médico pneumologista,54,4
2019,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225235,Médico,Médico cirurgião plástico,2,1
2020,05,POSTO DE SAUDE,APS,223505,Enfermeiro,Enfermeiro,1902,66
2020,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225155,Médico,Médico endocrinologista e metabologista,113,6
2020,12,HOSPITAL ESPECIALIZADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,5078,275
2021,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225270,Médico,Médico ortopedista e traumatologista,329,24
2021,03,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225130,Médico,Médico de família e comunidade,20,1
2021,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225270,Médico,Médico ortopedista e traumatologista,351,26
2021,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225136,Médico,Médico reumatologista,9,2
2021,10,POSTO DE SAUDE,APS,225124,Médico,Médico pediatra,54,5
2021,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225275,Médico,Médico otorrinolaringologista,56,5
2022,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225180,Médico,Médico geriatra,98,7
2022,01,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223505,Enfermeiro,Enfermeiro,220,6
2008,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223145,Médico,,4,1
2009,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223149,Médico,,5486,306
2009,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223153,Médico,,401,17
2010,03,POSTO DE SAUDE,APS,223106,Médico,,40,3
2010,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,223151,Médico,,231,14
2010,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223118,Médico,,264,15
2011,10,POSTO DE SAUDE,APS,225120,Médico,Médico cardiologista,40,3
2012,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231F8,Médico,,20,2
2012,10,POSTO DE SAUDE,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,12,1
2012,12,UNIDADE MISTA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,37,4
2014,01,CLINICA/CENTRO DE ESPECIALIDADE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,686,46
2014,01,POSTO DE SAUDE,APS,225225,Médico,Médico cirurgião geral,50,2
2014,03,POSTO DE SAUDE,APS,223505,Enfermeiro,Enfermeiro,1343,53
2014,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225112,Médico,Médico neurologista,150,13
2014,12,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,370,21
2015,04,UNIDADE MISTA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,22,2
2015,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,55364,1388
2015,10,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,20,1
2015,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225136,Médico,Médico reumatologista,5,1
2016,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225135,Médico,Médico dermatologista,215,15
2016,10,POSTO DE SAUDE,APS,225275,Médico,Médico otorrinolaringologista,5,1
2017,10,PRONTO ATENDIMENTO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,31,3
2018,04,UNIDADE MISTA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,86,5
2018,04,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223505,Enfermeiro,Enfermeiro,190,6
2018,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225115,Médico,Médico angiologista,3,1
2018,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225105,Médico,Médico acupunturista,20,1
2018,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,6,2
2018,08,POSTO DE SAUDE,APS,223505,Enfermeiro,Enfermeiro,1333,58
2018,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225135,Médico,Médico dermatologista,312,23
2018,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225155,Médico,Médico endocrinologista e metabologista,82,6
2019,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,4,2
2019,07,CLINICA/CENTRO DE ESPECIALIDADE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,1259,103
2019,07,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223505,Enfermeiro,Enfermeiro,160,5
2019,09,POSTO DE SAUDE,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,2980,75
2019,09,HOSPITAL ESPECIALIZADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,4611,252
2019,09,CONSULTORIO ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,304,26
2019,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225110,Médico,Médico alergista e imunologista,20,1
2019,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225125,Médico,Médico clínico,8619,423
2019,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225154,Médico,Médico antroposófico,12,1
2019,11,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225270,Médico,Médico ortopedista e traumatologista,15,1
2021,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225265,Médico,Médico oftalmologista,68,6
2021,06,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,115,6
2021,06,UNIDADE MISTA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,212,13
2021,06,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223505,Enfermeiro,Enfermeiro,450,12
2009,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,223109,Médico,,28,2
2009,05,POSTO DE SAUDE,APS,223146,Médico,,34,3
2009,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223124,Médico,,392,28
2010,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,790,6
2010,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223122,Médico,,44,2
2010,12,POSTO DE SAUDE,APS,223110,Médico,,10,1
2011,03,POSTO DE SAUDE,APS,223110,Médico,,10,1
2012,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225135,Médico,Médico dermatologista,220,16
2014,02,POSTO DE SAUDE,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,3402,86
2014,02,POSTO DE SAUDE,APS,225225,Médico,Médico cirurgião geral,10,1
2015,12,POSTO DE SAUDE,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,18,1
2015,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223550,Enfermeiro,Enfermeiro psiquiátrico,82,5
2016,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225142,Médico,Médico da estratégia de saúde da família,55674,1398
2016,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225125,Médico,Médico clínico,8396,417
2016,05,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,189,11
2016,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225142,Médico,Médico da estratégia de saúde da família,55704,1399
2016,07,POSTO DE SAUDE,APS,225124,Médico,Médico pediatra,122,8
2016,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,40,1
2016,11,HOSPITAL/DIA - ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,46,3
2016,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225136,Médico,Médico reumatologista,5,1
2017,06,LABORATORIO DE SAUDE PUBLICA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,40,2
2017,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,223505,Enfermeiro,Enfermeiro,13773,444
2017,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,253,21
2017,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225270,Médico,Médico ortopedista e traumatologista,398,26
2018,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225275,Médico,Médico otorrinolaringologista,88,5
2018,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,219,17
2018,02,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,22,5
2018,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,536,44
2018,09,CENTRAL DE REGULACAO DO ACESSO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,102,6
2018,09,POSTO DE SAUDE,APS,225125,Médico,Médico clínico,958,54
2020,02,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,115,6
2020,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225133,Médico,Médico psiquiatra,789,45
2021,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,664,42
2021,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225133,Médico,Médico psiquiatra,646,40
2021,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225151,Médico,Médico anestesiologista,2,1
2008,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223132,Médico,,4009,227
2009,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223131,Médico,,55,4
2009,03,POSTO DE SAUDE,APS,223110,Médico,,10,1
2010,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223148,Médico,,10,1
2011,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,223132,Médico,,3572,206
2011,06,POSTO DE SAUDE,APS,223149,Médico,,177,15
2011,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223126,Médico,,32,2
2012,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225165,Médico,Médico gastroenterologista,71,6
2012,07,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225124,Médico,Médico pediatra,60,3
2012,07,POSTO DE SAUDE,APS,225225,Médico,Médico cirurgião geral,10,1
2012,09,HOSPITAL GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,9563,791
2012,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,223550,Enfermeiro,Enfermeiro psiquiátrico,40,1
2013,02,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,235,15
2013,02,HOSPITAL ESPECIALIZADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,2614,160
2013,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225195,Médico,Médico homeopata,60,2
2013,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231F8,Médico,,20,2
2013,04,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225250,Médico,Médico ginecologista e obstetra,20,1
2013,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225255,Médico,Médico mastologista,31,3
2013,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225195,Médico,Médico homeopata,20,1
2013,10,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,3040,76
2014,05,HOSPITAL/DIA - ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,20,1
2015,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225250,Médico,Médico ginecologista e obstetra,2586,168
2015,06,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,225125,Médico,Médico clínico,40,2
2015,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225155,Médico,Médico endocrinologista e metabologista,56,4
2015,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225127,Médico,Médico pneumologista,48,4
2015,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231F8,Médico,,20,2
2015,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,10,1
2015,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225136,Médico,Médico reumatologista,5,1
2016,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231F8,Médico,,20,2
2016,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225109,Médico,Médico nefrologista,20,1
2018,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225275,Médico,Médico otorrinolaringologista,68,4
2018,06,CENTRAL DE REGULACAO MEDICA DAS URGENCIAS,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,40,2
2019,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225155,Médico,Médico endocrinologista e metabologista,67,6
2019,01,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225250,Médico,Médico ginecologista e obstetra,20,1
2020,01,COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,21,4
2021,02,POSTO DE SAUDE,APS,223505,Enfermeiro,Enfermeiro,2496,83
2021,09,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,304,22
2021,09,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,35,2
2007,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223157,Médico,,294,18
2008,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223125,Médico,,204,12
2009,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,223134,Médico,,130,4
2010,08,POSTO DE SAUDE,APS,223505,Enfermeiro,Enfermeiro,666,42
2011,02,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223132,Médico,,20,1
2011,12,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,325,19
2011,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231G1,Médico,,16,1
2012,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223505,Enfermeiro,Enfermeiro,7175,253
2012,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231G1,Médico,,16,1
2012,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225136,Médico,Médico reumatologista,5,1
2012,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231F8,Médico,,20,2
2013,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225180,Médico,Médico geriatra,41,2
2013,06,POSTO DE SAUDE,APS,225125,Médico,Médico clínico,1086,75
2013,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225155,Médico,Médico endocrinologista e metabologista,94,7
2013,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231F8,Médico,,20,2
2013,07,POSTO DE SAUDE,APS,225275,Médico,Médico otorrinolaringologista,5,1
2013,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,458,40
2013,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225270,Médico,Médico ortopedista e traumatologista,492,33
2013,08,POSTO DE SAUDE,APS,225124,Médico,Médico pediatra,189,17
2014,06,POSTO DE SAUDE,APS,2231F9,Médico,,64,2
2014,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,50,2
2015,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225136,Médico,Médico reumatologista,5,1
2017,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225265,Médico,Médico oftalmologista,98,9
2017,04,UNIDADE MOVEL TERRESTRE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,40,1
2017,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223550,Enfermeiro,Enfermeiro psiquiátrico,20,1
2017,08,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,283,18
2017,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225112,Médico,Médico neurologista,181,16
2017,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225109,Médico,Médico nefrologista,32,2
2018,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225135,Médico,Médico dermatologista,258,18
2018,01,CONSULTORIO ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,133,9
2018,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,6,2
2019,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225112,Médico,Médico neurologista,152,14
2019,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,4,2
2019,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225136,Médico,Médico reumatologista,9,2
2019,08,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225130,Médico,Médico de família e comunidade,20,1
2019,12,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,2534,65
2020,08,POSTO DE SAUDE,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,3816,97
2020,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225130,Médico,Médico de família e comunidade,1800,51
2020,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225280,Médico,Médico coloproctologista,4,1
2021,12,POLICLINICA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,1371,96
2021,12,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223505,Enfermeiro,Enfermeiro,480,13
2007,09,POSTO DE SAUDE,APS,223115,Médico,,942,85
2007,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,223102,Médico,,40,2
2007,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223144,Médico,,329,24
2007,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223138,Médico,,237,15
2007,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223136,Médico,,80,4
2008,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,223530,Enfermeiro,Enfermeiro do trabalho,38,2
2009,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223144,Médico,,297,20
2009,04,POSTO DE SAUDE,APS,223149,Médico,,229,22
2009,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231F8,Médico,,20,2
2009,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223128,Médico,,143,10
2010,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223131,Médico,,45,4
2011,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223128,Médico,,153,12
2011,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223157,Médico,,417,27
2011,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223155,Médico,,70,5
2011,04,POSTO DE SAUDE,APS,223132,Médico,,202,21
2011,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,27,4
2011,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223151,Médico,,231,14
2014,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225124,Médico,Médico pediatra,3083,182
2014,04,CONSULTORIO ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,101,11
2014,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225265,Médico,Médico oftalmologista,178,16
2014,07,CENTRAL DE GESTAO EM SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,100,5
2015,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,609,53
2015,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225285,Médico,Médico urologista,176,15
2015,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,528,38
2015,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225130,Médico,Médico de família e comunidade,2680,67
2016,12,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,145,8
2017,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,233,18
2017,07,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,80,2
2018,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,62841,1577
2018,03,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,303,20
2018,03,POSTO DE SAUDE,APS,225133,Médico,Médico psiquiatra,4,1
2019,05,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,2374,61
2019,05,HOSPITAL ESPECIALIZADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,4635,246
2019,06,POSTO DE SAUDE,APS,225125,Médico,Médico clínico,983,54
2019,06,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,257,18
2019,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225275,Médico,Médico otorrinolaringologista,72,5
2019,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,40,1
2020,11,HOSPITAL GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,9236,709
2021,04,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,225125,Médico,Médico clínico,60,2
2007,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223146,Médico,,453,29
2008,01,POSTO DE SAUDE,APS,223116,Médico,,3360,84
2008,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223142,Médico,,221,14
2008,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223545,Enfermeiro,Enfermeiro obstétrico,280,9
2009,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223102,Médico,,70,4
2009,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223133,Médico,,20,1
2010,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223135,Médico,,40,1
2011,11,POSTO DE SAUDE,APS,225125,Médico,Médico clínico,819,64
2011,11,POSTO DE SAUDE,APS,223505,Enfermeiro,Enfermeiro,729,41
2011,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225250,Médico,Médico ginecologista e obstetra,3275,187
2011,11,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,335,20
2012,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,50662,1268
2012,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225195,Médico,Médico homeopata,60,2
2012,03,CENTRAL DE GESTAO EM SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,70,4
2013,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,27,4
2013,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223505,Enfermeiro,Enfermeiro,9612,321
2013,03,POSTO DE SAUDE,APS,225225,Médico,Médico cirurgião geral,10,1
2013,11,POLICLINICA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,884,58
2013,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225115,Médico,Médico angiologista,30,2
2013,11,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223505,Enfermeiro,Enfermeiro,3,1
2015,01,POSTO DE SAUDE,APS,223505,Enfermeiro,Enfermeiro,1610,57
2015,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225170,Médico,Médico generalista,132,5
2015,03,POSTO DE SAUDE,APS,225130,Médico,Médico de família e comunidade,40,1
2015,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225136,Médico,Médico reumatologista,25,2
2016,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,522,37
2016,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225255,Médico,Médico mastologista,7,1
2016,08,HOSPITAL/DIA - ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,46,3
2018,12,POSTO DE SAUDE,APS,225125,Médico,Médico clínico,894,52
2018,12,CENTRAL DE GESTAO EM SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,110,5
2019,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,202,15
2019,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225160,Médico,Médico fisiatra,20,1
2020,05,CLINICA/CENTRO DE ESPECIALIDADE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,1552,123
2020,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225125,Médico,Médico clínico,11527,518
2020,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225350,Médico,Médico neurofisiologista clínico,20,1
2020,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225103,Médico,Médico infectologista,78,5
2020,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225133,Médico,Médico psiquiatra,738,45
2020,12,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,309,22
2020,12,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223505,Enfermeiro,Enfermeiro,450,12
2021,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225135,Médico,Médico dermatologista,222,17
2021,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,224,23
2021,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225155,Médico,Médico endocrinologista e metabologista,146,10
